nct_id,title,study_type,phase,status,sponsor,classification,classification_reason
NCT06598033,Vitamin C Plus Cordyceps to Quality of Life in Patients With Terminal Stage Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Fudan University,therapeutic,Interventional study
NCT06600906,Hyperpolarized 13C MRI to Predict Response in Pancreatic Cancer,OBSERVATIONAL,Unknown,RECRUITING,"University of California, San Francisco",biomarker,Biomarker or molecular study
NCT06601283,Vitamin C Plus Cordyceps to Chemotherapy Related Anemia in Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Fudan University,therapeutic,Interventional study
NCT06602037,ImmunoPET Imaging of Pancreatic Cancer,INTERVENTIONAL,NA,RECRUITING,RenJi Hospital,therapeutic,Interventional study
NCT06616688,Innovative Therapeutic Treatments to Inhibit Perineural Invasion in Pancreatic Adenocarcinoma,OBSERVATIONAL,Unknown,NOT_YET_RECRUITING,IRCCS San Raffaele,other,Does not match therapeutic or biomarker criteria
NCT06621095,Anlotinib Plus Benmelstobart and AG in First-line Treatment of Advanced Metastatic Pancreatic Cancer (ALTER-PA-001),INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,RenJi Hospital,therapeutic,Interventional study
NCT06630325,"A Precision Medicine Approach (SMMART-ACT) for the Treatment of Patients With Advanced Sarcoma, Prostate, Breast, Ovarian or Pancreatic Cancer",INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,OHSU Knight Cancer Institute,therapeutic,Interventional study
NCT06639724,Perioperative Fostamatinib With Gemcitabine and Nab-paclitaxel in Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE1,RECRUITING,"University of California, San Diego",therapeutic,Interventional study
NCT06651580,"Biospecimen Collection to Identify Gene Mutations for High Risk Pancreatic Cancer in Pediatric Patients, INSPPIRE 2 Study",OBSERVATIONAL,Unknown,RECRUITING,M.D. Anderson Cancer Center,biomarker,Biomarker or molecular study
NCT06659705,Cutting Edge Imaging With PET-FAPI for Earlier Pancreatic Cancer Diagnosis (INDIGO-FAPI),INTERVENTIONAL,PHASE2,RECRUITING,Institut Curie,therapeutic,Interventional study
NCT06662669,YL-13027 and/or HY-0102 Combined With AG Regimen Chemotherapy for Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE1,NOT_YET_RECRUITING,Shanghai YingLi Pharmaceutical Co. Ltd.,therapeutic,Interventional study
NCT06669078,NALIRIFOX Combined With PD-1 Sequential Radiotherapy Versus NALIRIFOX as Conversion Therapy of Locally Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,therapeutic,Interventional study
NCT06700603,Second-line Irinotecan Liposome Combination Regimen for Irinotecan-treated Pancreatic Cancer,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,"Rui-hua Xu, MD, PhD",therapeutic,Interventional study
NCT06705335,Convertases and Pancreatic Cancer: Cohort of Patients Treated for Pancreatic Adenocarcinoma,OBSERVATIONAL,Unknown,NOT_YET_RECRUITING,Institut Bergonié,other,Does not match therapeutic or biomarker criteria
NCT06736678,Oral Immunonutrition Therapy to Reduce Acute Toxicity After Neoadjuvant Chemoradiotherapy Pancreatic Cancer Patients,INTERVENTIONAL,NA,RECRUITING,Sun Yat-sen University,therapeutic,Interventional study
NCT06736717,Onvansertib in Combination With NALIRIFOX for First Line Treatment of Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,RECRUITING,University of Kansas Medical Center,therapeutic,Interventional study
NCT06743386,Pilot Study of EUS-Guided Radiofrequency and FOLFIRINOX in Advanced Pancreatic Cancer (RadioFAP ),INTERVENTIONAL,NA,NOT_YET_RECRUITING,French Society of Digestive Endoscopy,therapeutic,Interventional study
NCT06755359,Alpha Radiation Emitters Device (DaRT) for the Treatment of Locally Advanced Pancreatic Cancer,INTERVENTIONAL,NA,NOT_YET_RECRUITING,Alpha Tau Medical LTD.,therapeutic,Interventional study
NCT06757244,"DOVIPA, a Study Evaluating Efficacy and Safety of DOstarlimab and VItamin D3 With mFOLFIRINOX in PAncreatic Cancer",INTERVENTIONAL,PHASE2,RECRUITING,Hopital Foch,therapeutic,Interventional study
NCT06758544,"A Single-arm, Open-label Clinical Study to Evaluate the Efficacy and Safety of VRT106 in Combination With Chemotherapy for Resectable Pancreatic Cancer",INTERVENTIONAL,PHASE1,RECRUITING,Guangdong Provincial People's Hospital,therapeutic,Interventional study
NCT06759090,Metronomic Capecitabine with Camrelizumab and Apatinib Mesylate for Treatment of Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,Zhejiang University,therapeutic,Interventional study
NCT06760234,Multimodal Deep Learning Model Predicts Pancreatic Cancer Prognosis,OBSERVATIONAL,Unknown,COMPLETED,"Second Affiliated Hospital, School of Medicine, Zhejiang University",biomarker,Biomarker or molecular study
NCT06766019,"Adebrelimab Combined With Irinotecan Liposomal (II), Oxaliplatin, and 5-FU/LV Conversion Therapy for Locally Advanced Pancreatic Cancer",INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,The First Affiliated Hospital with Nanjing Medical University,therapeutic,Interventional study
NCT06770452,HRS-4642 With Nimotuzumab and Chemotherapy for First-line Treatment of Advanced Pancreatic Cancer Patients,INTERVENTIONAL,PHASE2,RECRUITING,Zhejiang University,therapeutic,Interventional study
NCT06773130,HRS-4642 Combined With Nimotuzumab in the Treatment of Recurrent or Metastatic Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,PHASE1,RECRUITING,West China Hospital,therapeutic,Interventional study
NCT06777030,Role of Exosomes in Pancreatic Cancer Progression,OBSERVATIONAL,Unknown,RECRUITING,IRCCS Azienda Ospedaliero-Universitaria di Bologna,other,Does not match therapeutic or biomarker criteria
NCT06779318,Maintenance Chemotherapy With S-1 vs. Observation After Adjuvant Therapy for Resected Pancreatic Cancer With High Risk of Recurrence/Metastasis,INTERVENTIONAL,PHASE4,NOT_YET_RECRUITING,The First Affiliated Hospital with Nanjing Medical University,therapeutic,Interventional study
NCT06790602,Cemiplimab Plus Gemcitabine in Patients With Metastatic Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE2,RECRUITING,"University of California, San Diego",therapeutic,Interventional study
NCT06809374,Investigation of the Optimal Duration of Neoadjuvant Therapy for Resectable Pancreatic Cancer,OBSERVATIONAL,Unknown,COMPLETED,Kochi University,biomarker,Biomarker or molecular study
NCT06833658,Effects of Aromatherapy with Essential Oils on Anxiety and Depression in Perioperative Patients with Pancreatic Cancer,INTERVENTIONAL,NA,NOT_YET_RECRUITING,Peking University First Hospital,therapeutic,Interventional study
NCT06840067,Clinical Study of Carbon Ion Radiotherapy for Pancreatic Cancer.,INTERVENTIONAL,NA,RECRUITING,Gansu Wuwei Tumor Hospital,therapeutic,Interventional study
NCT06844422,Adapted Guided Stereotactic Body Radiotherapy Combined with Chemotherapy and Enhancement of Novel Drug Ivonescimab for Pancreatic Cancer (ASCEND),INTERVENTIONAL,PHASE1,RECRUITING,Shandong Cancer Hospital and Institute,therapeutic,Interventional study
NCT06849063,Assessment of the Prognosis of Pancreatic Cancer Patients Using 3D MRE,OBSERVATIONAL,Unknown,RECRUITING,Yu Shi,other,Does not match therapeutic or biomarker criteria
NCT06861088,The Effect of Kinisoquin on Thromboembolic Events in Patients With Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE3,RECRUITING,Quercis Pharma AG,therapeutic,Interventional study
NCT06861543,"The Purpose of This Study is to Evaluate the Safety, Tolerability and Efficacy of TMT101 Injection Monotherapy in Patients With Advanced Pancreatic Cancer or Non-small Cell Lung Cancer(NSCLC)",INTERVENTIONAL,PHASE1,RECRUITING,Peking Union Medical College Hospital,therapeutic,Interventional study
NCT06867172,Prevalence of Pancreatic Steatosis in Pancreatic Cystic Neoplasms and Pancreatic Adenocarcinoma,OBSERVATIONAL,Unknown,RECRUITING,Carol Davila University of Medicine and Pharmacy,other,Does not match therapeutic or biomarker criteria
NCT06873178,The Significance and Indications of Surgery for Synchronous Liver Metastatic Pancreatic Cancer,OBSERVATIONAL,Unknown,ACTIVE_NOT_RECRUITING,China-Japan Friendship Hospital,other,Does not match therapeutic or biomarker criteria
NCT06888648,Personalized Tumor Neoantigen MRNA Therapy for Advanced Pancreatic Cancer.,INTERVENTIONAL,PHASE1,NOT_YET_RECRUITING,Zhejiang University,therapeutic,Interventional study
NCT06888674,Personalized Tumor Neoantigen MRNA Therapy Adjuvant Treatment for Postoperative Pancreatic Cancer.,INTERVENTIONAL,PHASE1,NOT_YET_RECRUITING,Zhejiang University,therapeutic,Interventional study
NCT06892054,Sotorasib Combined With First-line Chemotherapy for Advanced Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,Spanish Cooperative Group for the Treatment of Digestive Tumours (TTD),therapeutic,Interventional study
NCT06893536,Impact of Perioperative Nutritional Status and Management in the Context of Resectable Pancreatic Adenocarcinoma,OBSERVATIONAL,Unknown,RECRUITING,"University Hospital, Strasbourg, France",biomarker,Biomarker or molecular study
NCT06896188,"9-ING-41 Combined With Retifanlimab, Plus Modified FOLFIRINOX for Patients With Advanced Pancreatic Adenocarcinoma (RiLEY)",INTERVENTIONAL,PHASE1,RECRUITING,Anwaar Saeed,therapeutic,Interventional study
NCT06898385,A Phase I Clinical Study of IX001 TCR-T Injection in the Treatment of Advanced Pancreatic Cancer Patients With KRAS G12V Mutation,INTERVENTIONAL,PHASE1,RECRUITING,Sun Yat-sen University,therapeutic,Interventional study
NCT06904378,Ontegimod and Gemcitabine/Nab-paclitaxel as Second Line Therapy for Metastatic Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,PHASE1,NOT_YET_RECRUITING,Washington University School of Medicine,therapeutic,Interventional study
NCT06906562,"A Phase II Nationwide, Fully Decentralized, Telemedicine Study of Pemigatinib in Adult Patients With Advanced or Metastatic Pancreatic Cancer With FGFR Genetic Alterations",INTERVENTIONAL,PHASE2,RECRUITING,Sameek Roychowdhury,therapeutic,Interventional study
NCT06921252,Does Recurrent Pancreatic Cancer Really Have Similar Outcome Compared With Primary Metastatic Pancreatic Cancer?,OBSERVATIONAL,Unknown,COMPLETED,Kochi University,other,Does not match therapeutic or biomarker criteria
NCT06938906,Multimodal Therapy Impact on Pancreatic Cancer Survival,OBSERVATIONAL,Unknown,ACTIVE_NOT_RECRUITING,National Cheng Kung University,biomarker,Biomarker or molecular study
NCT06941987,Evaluate the Clinical Feasibility of a Novel Neoantigen-Reactive CD8+ T Cell (NART) Detection Technology for Postoperative MRD Surveillance of Pancreatic Cancer,OBSERVATIONAL,Unknown,NOT_YET_RECRUITING,Shanghai Zhongshan Hospital,biomarker,Biomarker or molecular study
NCT06944587,A New Clinical Pathway for Personalized Management of Borderline Resectable and Locally Advanced Pancreatic Cancer,OBSERVATIONAL,Unknown,RECRUITING,Oslo University Hospital,biomarker,Biomarker or molecular study
NCT06946420,SENECA: First Line metaStatic pancrEatic caNcer Primary and Distant (if Oligometastatic) lEsion direCted rAdiotherapy,INTERVENTIONAL,PHASE3,ACTIVE_NOT_RECRUITING,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,therapeutic,Interventional study
NCT06946901,"The Safety and Effectiveness of Hyperthermic Intraperitoneal Chemotherapy Combined With Intravenous Chemotherapy for Peritoneal Metastatic Pancreatic Cancer, a Phase II Clinical Trial",INTERVENTIONAL,PHASE2,RECRUITING,Shanghai Zhongshan Hospital,therapeutic,Interventional study
NCT06947395,Clinical Validation of a Blood Biomarker Test to Detect Early-Stage Pancreatic Cancer (VERIFI),OBSERVATIONAL,Unknown,COMPLETED,"Immunovia, Inc.",biomarker,Biomarker or molecular study
NCT06958328,Testing Higher Dose Radiation Therapy for Locally Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE3,RECRUITING,NRG Oncology,therapeutic,Interventional study
NCT06978322,Comparative Study Between Immediate Surgery Versus Neoadjuvant Chemotherapy for Management of Resectable Pancreatic Cancer,OBSERVATIONAL,Unknown,RECRUITING,Minia University,biomarker,Biomarker or molecular study
NCT06984562,Adaptive Radiation for Locally Advanced Unresectable Pancreatic Cancer,INTERVENTIONAL,NA,RECRUITING,Fox Chase Cancer Center,therapeutic,Interventional study
NCT06991491,Ivonescimab With GnP and SBRT in Patients With Metastatic Pancreatic Cancer (WGOG-PAN 004),INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,West China Hospital,therapeutic,Interventional study
NCT07034339,Construction and Clinical Application of the Immune Map of Pancreatic Cancer Evolution,OBSERVATIONAL,Unknown,RECRUITING,First Affiliated Hospital of Zhejiang University,biomarker,Biomarker or molecular study
NCT07036978,Metabolomic and Immune-Microbiome Profiling for Unresectable Pancreatic Cancer,OBSERVATIONAL,Unknown,NOT_YET_RECRUITING,Chang Gung Memorial Hospital,biomarker,Biomarker or molecular study
NCT07044453,Risk-adapted Adjuvant Chemotherapy Guided by the Tumour Stage for Operated Pancreatic Adenocarcinoma Following Neoadjuvant Chemotherapy With mFOLFIRINOX,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,"University Hospital, Rouen",therapeutic,Interventional study
NCT07054879,CtDNA-guided Maintenance Therapy in Pancreatic Cancer,OBSERVATIONAL,Unknown,RECRUITING,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,biomarker,Biomarker or molecular study
NCT07055568,"A Clinical Study Evaluating the Safety, Tolerability, and Preliminary Efficacy of Allogeneic iNKT Cell Infusion in Subjects With Advanced Pancreatic Cancer",INTERVENTIONAL,NA,NOT_YET_RECRUITING,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",therapeutic,Interventional study
NCT07066098,"A Multicenter Study of IBI343 Monotherapy Versus Placebo in Subjects With Previously Treated, Claudin (CLDN) 18.2-positive, Pancreatic Cancer(G-HOPE-002)",INTERVENTIONAL,PHASE3,RECRUITING,Innovent Biologics (Suzhou) Co. Ltd.,therapeutic,Interventional study
NCT07076121,A Study Comparing BMS-986504 in Combination With Nab-paclitaxel and Gemcitabine Versus Placebo in Combination With Nab-paclitaxel and Gemcitabine in Participants With Untreated Metastatic Pancreatic Ductal Adenocarcinoma With Homozygous MTAP Deletion (MountainTAP-30),INTERVENTIONAL,PHASE2,RECRUITING,Bristol-Myers Squibb,therapeutic,Interventional study
NCT07089940,OMO-103 for the Treatment of Locally Advanced or Metastatic Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,EARLY_PHASE1,NOT_YET_RECRUITING,OHSU Knight Cancer Institute,therapeutic,Interventional study
NCT07097064,Evaluation of the Stereotactic MR-guided Adaptive Radiotherapy for Locally Advanced Pancreatic Cancers,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,Institut du Cancer de Montpellier - Val d'Aurelle,therapeutic,Interventional study
NCT07104864,Early Detection of PDAC in Patients With Chronic Pancreatitis,OBSERVATIONAL,Unknown,COMPLETED,First Affiliated Hospital Xi'an Jiaotong University,biomarker,Biomarker or molecular study
NCT07108504,Efficacy and Safety of LM-302 Combined With Gemcitabine CLDN 18.2 Positive Unresectable Locally Advanced or Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,Shanghai Zhongshan Hospital,therapeutic,Interventional study
NCT07114315,A Study of AK130 in Combination With AK112 for the Treatment of Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,Akeso,therapeutic,Interventional study
NCT07114666,XH001 (New Antigen Tumor Vaccine) Combined With Chemotherapy as Adjuvant Therapy in Pancreatic Cancer,INTERVENTIONAL,NA,NOT_YET_RECRUITING,Peking Union Medical College Hospital,therapeutic,Interventional study
NCT07117045,Artificial Intelligence-powered Low-Dose Computed Tomography for Screening of Pancreatic Cancer,OBSERVATIONAL,Unknown,RECRUITING,Changhai Hospital,other,Early detection / screening study
NCT07124611,A Brief Psychological Intervention to Improve Emotional Well-Being During Neoadjuvant Therapy for Pancreatic Cancer,INTERVENTIONAL,NA,NOT_YET_RECRUITING,Ohio State University Comprehensive Cancer Center,therapeutic,Interventional study
NCT07132060,MRI-guided Dose Intensification Program Locally Advanced Pancreatic Cancer,INTERVENTIONAL,NA,NOT_YET_RECRUITING,"Clinica Universidad de Navarra, Universidad de Navarra",therapeutic,Interventional study
NCT07138846,A Study Comparing MRG004A Plus Best Supportive Care Versus Placebo and Best Supportive Care in the Treatment of Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE3,NOT_YET_RECRUITING,Shanghai Miracogen Inc.,therapeutic,Interventional study
NCT07155629,Neoadjuvant Treatment vs Upfront Surgery for Left-Sided Pancreatic Cancer,INTERVENTIONAL,PHASE3,NOT_YET_RECRUITING,Helsinki University Central Hospital,therapeutic,Interventional study
NCT07155850,Early Feasibility Clinical Investigation to Assess YntraDose™ as a Neoadjuvant Treatment for LA-PDAC,INTERVENTIONAL,NA,NOT_YET_RECRUITING,BetaGlue Therapeutics SpA,therapeutic,Interventional study
NCT07157605,Oncological Safety of Spleen Preservation in Left Pancreatectomy for Pancreatic Ductal Adenocarcinoma (SPLENDID),OBSERVATIONAL,Unknown,RECRUITING,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),biomarker,Biomarker or molecular study
NCT07173374,Stereotactic Centralized Ablative Radiotherapy for Locally Advanced Pancreatic Cancer: A Single-Arm Phase I Safety and Feasibility Study,INTERVENTIONAL,PHASE1,NOT_YET_RECRUITING,Shandong Cancer Hospital and Institute,therapeutic,Interventional study
